Upload Image,Detected Objects,Labels,timestamp
.gradio\flagged\Upload Image\308f6e6441bd657181a4\dog_bike_car.jpg,.gradio\flagged\Detected Objects\cb6ae1710e2315ba1760\image.webp,"bicycle (0.92)
dog (0.92)
truck (0.51)
car (0.50)",2025-06-16 12:33:53.723431
